Zone_ID,Code_Zone,Latitude,Longitude,Type_Sol,Bassin_Versant,Type_Occupation_Sol,Altitude_m,Pluie_Annuelle_mm,Temperature_Moyenne_C,Pente_Terrain_pct,Distance_Cours_Eau_m,Surface_Bassin_km2,Impermeabilisation_pct,Humidite_Sol_pct,Distance_Drainage_m,Nb_Inondations_Historiques,Type_Climat,Alerte_Meteo,Niveau_Nappe_m,Observation_Terrain,Risque_Inondation
ZONE-1278,CZ230697,34.90463,-6.41366,Argileux,Nord,Industriel,7.0,7232,66.2,2.99,366.8,133.4,73.6,54.9,102,0,Mediterraneen,Non,360.9,Sol sature,Risque
ZONE-1279,CZ392759,34.24496,-5.43193,Rocheux,Ouest,Urbain,3.5,8092,49.4,1.34,424.3,125.4,70.6,61.4,140,2,Mediterraneen,Non,,Sol sature,Risque
ZONE-1280,CZ287167,35.01131,-6.34571,Rocheux,Nord,Mixte,3.9,7090,48.2,1.6,419.5,203.2,109.2,66.3,230,0,Mediterraneen,Non,,Sol sature,Risque
ZONE-1281,CZ584427,34.48353,-5.53397,Rocheux,Nord,Industriel,9.7,4472,26.2,2.18,411.4,69.7,42.1,69.0,238,1,Humide,Non,,Sol sature,Pas_de_risque
ZONE-1282,CZ705058,35.5151,-4.88046,Argileux,Ouest,Agricole,7.8,7609,49.5,3.64,392.7,94.5,68.4,42.8,126,1,Mediterraneen,Non,,,Pas_de_risque
ZONE-1283,CZ978835,35.13149,-5.0706,Sableux,Nord,Mixte,7.1,5861,64.5,1.9,223.1,80.3,54.1,48.4,159,1,Humide,Non,225.0,RAS,Pas_de_risque
ZONE-1284,CZ662886,35.93622,-4.94089,Argileux,Sud,Industriel,8.9,7256,78.2,4.29,440.0,180.1,95.8,36.4,202,1,Mediterraneen,Non,428.3,,Risque
ZONE-1285,CZ685593,34.89591,-5.60872,Rocheux,Est,Industriel,15.2,5180,42.5,1.03,418.4,137.5,75.4,57.4,180,7,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1286,CZ843000,35.44475,-6.34401,Argileux,Ouest,Foret,10.4,6952,66.3,4.46,410.4,164.6,94.9,56.7,205,2,Mediterraneen,Non,,Ruissellement important,Risque
ZONE-1287,CZ688879,34.0108,-5.16299,Argileux,Est,Foret,3.9,6901,57.7,5.88,426.8,88.3,49.7,51.5,135,1,Humide,Non,,Zone humide,Pas_de_risque
ZONE-1288,CZ931599,35.30847,-5.43277,Rocheux,Sud,Industriel,3.1,9500,43.3,1.59,391.4,119.2,70.6,54.2,85,3,Mediterraneen,Non,386.4,RAS,Pas_de_risque
ZONE-1289,CZ223791,35.71129,-5.47066,Sableux,Ouest,Agricole,11.8,8554,66.4,3.98,232.7,134.5,71.6,50.2,169,2,Mediterraneen,Oui,231.6,Drainage faible,Risque
ZONE-1290,CZ375119,35.4436,-6.33982,Rocheux,Sud,Agricole,4.6,6039,43.0,0.98,412.3,116.5,64.6,64.0,166,2,Mediterraneen,Non,407.8,RAS,Pas_de_risque
ZONE-1291,CZ133545,34.60952,-6.13638,Alluvial,Sud,Agricole,4.4,8266,40.1,1.03,40.4,159.3,95.3,45.9,157,2,Mediterraneen,Non,37.2,Sol sature,Pas_de_risque
ZONE-1292,CZ413760,34.90141,-4.99278,Rocheux,Sud,Urbain,8.0,3700,58.1,1.6,385.4,125.7,71.4,41.0,187,2,Humide,Oui,380.4,Ruissellement important,Pas_de_risque
ZONE-1293,CZ781376,35.30158,-5.27166,Argileux,Est,Foret,5.2,7617,48.0,6.47,412.1,93.2,60.0,64.7,125,3,Mediterraneen,Non,397.0,RAS,Pas_de_risque
ZONE-1294,CZ420974,35.73416,-4.59465,Argileux,Sud,Agricole,12.2,8115,69.8,4.82,392.9,135.2,80.5,55.9,213,6,Mediterraneen,Oui,386.7,Sol sature,Risque
ZONE-1295,CZ682018,35.45723,-5.79031,Sableux,Ouest,Urbain,9.3,7306,50.0,2.11,238.1,155.8,80.0,58.8,150,1,Mediterraneen,Non,229.5,,Pas_de_risque
ZONE-1296,CZ497751,34.21053,-5.35463,Rocheux,Nord,Industriel,5.4,5301,44.3,1.62,392.0,78.0,41.2,60.7,177,4,Mediterraneen,Non,381.2,Ruissellement important,Pas_de_risque
ZONE-1297,CZ906479,35.0846,-6.2038,Rocheux,Sud,Foret,7.6,5411,55.6,1.56,412.8,170.2,92.7,45.9,204,1,Mediterraneen,Non,404.5,RAS,Pas_de_risque
ZONE-1298,CZ392164,34.02356,-4.50515,Argileux,Nord,Foret,8.2,5832,62.0,6.75,435.8,137.8,67.7,54.0,147,3,Humide,Oui,427.5,,Risque
ZONE-1299,CZ547185,34.74575,-6.20886,Argileux,Nord,Mixte,8.7,7925,73.9,5.09,371.5,151.9,87.5,57.8,163,4,Mediterraneen,Non,365.2,RAS,Risque
ZONE-1300,CZ364012,34.29491,-6.35351,Alluvial,Est,Foret,6.6,7351,45.4,0.6,40.1,111.4,71.0,50.0,180,1,Mediterraneen,Non,,Sol sature,Pas_de_risque
ZONE-1301,CZ209920,35.02521,-4.63146,Alluvial,Ouest,Urbain,5.4,7832,41.8,1.49,46.0,169.7,88.0,47.5,142,1,Mediterraneen,Non,47.5,,Risque
ZONE-1302,CZ480355,35.28944,-5.78942,Alluvial,Nord,Urbain,14.0,5984,33.6,1.18,51.0,120.0,72.9,50.3,210,5,Humide,Non,51.1,,Risque
ZONE-1303,CZ277586,34.84311,-5.08493,Rocheux,Sud,Urbain,5.6,4758,50.2,0.69,388.1,144.7,83.2,51.1,112,0,Mediterraneen,Non,,Ruissellement important,Pas_de_risque
ZONE-1304,CZ372859,35.37624,-6.24362,Sableux,Sud,Urbain,9.5,7496,69.0,1.92,232.2,129.7,69.2,44.9,173,2,Mediterraneen,Non,218.8,Drainage faible,Risque
ZONE-1305,CZ735589,34.8747,-4.63472,Sableux,Est,Mixte,10.9,7898,69.5,2.9,247.7,120.8,64.7,60.0,183,3,Humide,Non,232.4,Drainage faible,Risque
ZONE-1306,CZ351227,34.2306,-6.28602,Argileux,Ouest,Urbain,1.5,5010,85.3,7.45,393.5,95.4,45.8,62.1,104,1,Humide,Oui,380.8,Ruissellement important,Risque
ZONE-1307,CZ457054,34.41241,-4.74688,Alluvial,Nord,Urbain,3.3,6711,28.9,1.24,40.2,146.5,88.7,45.6,123,3,Mediterraneen,Oui,42.9,,Pas_de_risque
ZONE-1308,CZ468350,35.76381,-5.68122,Rocheux,Nord,Industriel,0.6,4157,51.5,1.05,405.9,91.6,53.4,62.0,70,2,Humide,Non,403.8,RAS,Pas_de_risque
ZONE-1309,CZ550415,34.6332,-5.69969,Argileux,Nord,Foret,4.0,5418,72.9,5.97,437.0,168.8,85.0,49.5,217,1,Mediterraneen,Non,412.0,,Risque
ZONE-1310,CZ398021,34.17515,-4.88865,Alluvial,Nord,Urbain,10.2,5146,38.7,1.29,41.1,89.9,43.9,53.3,186,0,Humide,Non,,RAS,Pas_de_risque
ZONE-1311,CZ264512,35.95485,-6.42529,Rocheux,Sud,Mixte,6.7,9176,61.3,1.29,397.7,108.5,66.6,42.1,135,1,Mediterraneen,Oui,391.9,Drainage faible,Risque
ZONE-1312,CZ232955,35.05962,-5.1613,Argileux,Sud,Foret,1.3,6676,79.6,5.12,393.0,120.1,64.8,43.1,129,2,Mediterraneen,Non,386.3,RAS,Pas_de_risque
ZONE-1313,CZ469355,34.27396,-5.12627,Alluvial,Nord,Mixte,9.3,7400,37.8,1.15,43.7,106.9,56.8,66.6,172,2,Mediterraneen,Non,46.0,RAS,Pas_de_risque
ZONE-1314,CZ711561,34.54401,-5.05411,Rocheux,Est,Industriel,5.0,5874,53.2,1.95,384.6,105.7,62.3,52.0,135,3,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1315,CZ182681,35.94609,-4.54053,Sableux,Ouest,Mixte,6.1,5363,59.9,3.3,246.7,156.0,79.3,46.5,143,1,Mediterraneen,Non,240.3,Zone humide,Pas_de_risque
ZONE-1316,CZ563609,34.66674,-5.60175,Argileux,Est,Agricole,7.1,6985,72.3,4.89,392.2,156.2,93.3,48.0,264,3,Mediterraneen,Non,,RAS,Risque
ZONE-1317,CZ117669,34.74521,-6.03931,Argileux,Nord,Mixte,4.1,5968,88.8,5.28,413.7,140.3,78.7,61.2,168,3,Mediterraneen,Non,412.4,,Risque
ZONE-1318,CZ171240,34.66203,-5.01939,Argileux,Sud,,6.1,7608,79.4,4.07,389.3,169.2,94.4,53.6,176,1,Mediterraneen,Non,372.2,RAS,Risque
ZONE-1319,CZ783753,34.57576,-6.25946,Argileux,Nord,Foret,5.0,7585,59.1,5.91,413.3,128.7,69.5,58.6,201,0,Mediterraneen,Non,,,Risque
ZONE-1320,CZ491342,34.98281,-5.05605,Sableux,Nord,Foret,6.5,4311,59.3,3.79,239.2,89.5,49.2,57.5,173,2,Humide,Non,231.5,Sol sature,Pas_de_risque
ZONE-1321,CZ191865,35.39039,-6.2595,Argileux,Nord,Mixte,4.4,7932,79.4,3.36,393.6,127.4,74.5,49.9,145,1,Mediterraneen,Non,387.8,RAS,Risque
ZONE-1322,CZ680985,35.0131,-5.37434,Argileux,Sud,Mixte,5.5,7361,68.2,3.28,397.0,141.3,85.2,55.7,124,1,Mediterraneen,Oui,385.2,,Risque
ZONE-1323,CZ904066,34.20351,-6.40169,Alluvial,Est,Industriel,6.1,4329,33.0,1.01,49.5,110.4,63.8,63.5,88,0,Humide,Non,,,Pas_de_risque
ZONE-1324,CZ454398,35.4844,-5.48053,Rocheux,Est,Urbain,10.9,5626,49.1,0.81,416.0,147.5,74.9,56.4,154,3,Mediterraneen,Oui,419.5,Sol sature,Pas_de_risque
ZONE-1325,CZ510261,34.24939,-5.32758,Argileux,Est,Urbain,9.0,7932,78.9,5.16,362.9,101.7,57.3,53.7,225,4,Mediterraneen,Non,,Sol sature,Risque
ZONE-1326,CZ994287,34.13,-4.84938,Argileux,Sud,Agricole,2.6,6969,72.8,4.36,371.6,126.6,68.2,54.1,130,0,Mediterraneen,Non,372.7,RAS,Pas_de_risque
ZONE-1327,CZ782567,34.09018,-5.03756,Rocheux,Est,Industriel,6.7,5567,47.3,0.98,376.6,119.6,69.2,46.1,210,1,Mediterraneen,Oui,383.3,,Risque
ZONE-1328,CZ833282,34.79378,-5.01291,Sableux,Est,Industriel,7.9,8702,59.1,1.99,233.0,98.8,56.5,54.7,163,4,Mediterraneen,Oui,221.2,RAS,Risque
ZONE-1329,CZ314340,34.55092,-4.88558,Sableux,Sud,Agricole,6.2,5937,70.9,1.41,252.7,144.8,86.3,57.2,180,3,Mediterraneen,Oui,247.4,Sol sature,Risque
ZONE-1330,CZ899203,34.02305,-6.23932,Sableux,Ouest,Foret,3.5,6907,45.0,2.95,234.4,133.0,77.5,41.7,151,1,Mediterraneen,Non,236.5,RAS,Pas_de_risque
ZONE-1331,CZ722673,34.61946,-6.01608,Argileux,Est,Urbain,0.5,5077,66.3,3.54,416.2,140.6,77.5,51.7,116,0,Humide,Non,,RAS,Risque
ZONE-1332,CZ815054,35.30018,-5.19269,Rocheux,Nord,Mixte,3.9,9197,45.2,1.65,412.5,135.4,70.4,39.0,116,1,Mediterraneen,Non,396.6,Drainage faible,Pas_de_risque
ZONE-1333,CZ165350,35.76815,-5.59582,Sableux,Sud,Urbain,7.3,7165,67.1,2.38,225.1,147.4,86.4,37.1,173,5,Mediterraneen,Non,,Ruissellement important,Pas_de_risque
ZONE-1334,CZ580579,34.64779,-6.2275,Rocheux,Sud,Agricole,7.3,6239,44.9,2.09,382.6,120.0,59.9,33.3,166,4,Humide,Non,371.9,Zone humide,Pas_de_risque
ZONE-1335,CZ868254,34.97565,-5.87084,Alluvial,Est,Mixte,2.7,6476,42.0,1.41,45.7,89.6,60.8,59.1,96,3,Humide,Non,43.1,RAS,Pas_de_risque
ZONE-1336,CZ175010,35.34149,-4.80529,Argileux,Sud,Agricole,9.3,6650,74.0,4.21,391.2,117.3,65.7,48.8,198,2,Mediterraneen,Non,385.7,Zone humide,Risque
ZONE-1337,CZ948333,35.14327,-4.69425,Rocheux,Est,Foret,4.0,4988,46.0,1.45,410.5,151.9,84.6,60.3,118,1,Mediterraneen,Non,404.0,RAS,Pas_de_risque
ZONE-1338,CZ845569,34.53007,-5.42762,Alluvial,Ouest,Urbain,7.5,5463,29.9,1.49,46.3,166.8,86.5,64.4,113,4,Mediterraneen,Non,44.0,RAS,Pas_de_risque
ZONE-1339,CZ959222,34.02615,-6.1566,Argileux,Ouest,Foret,10.9,8090,72.0,5.49,397.3,128.9,66.3,55.6,215,2,Mediterraneen,Non,,Ruissellement important,Pas_de_risque
ZONE-1340,CZ446407,34.37612,-5.64396,Argileux,Ouest,Industriel,3.3,7184,70.3,4.28,408.0,112.7,69.0,56.8,149,1,Mediterraneen,Non,390.2,RAS,Risque
ZONE-1341,CZ639538,35.66586,-5.01456,Rocheux,Nord,Agricole,5.8,6979,44.8,1.9,368.7,140.8,71.2,61.9,200,3,Mediterraneen,Non,366.9,Sol sature,Risque
ZONE-1342,CZ737816,34.77172,-4.53585,Alluvial,Sud,Mixte,1.9,5140,34.3,1.48,52.0,100.2,59.4,60.9,104,1,Humide,Non,48.5,RAS,Pas_de_risque
ZONE-1343,CZ544573,35.4733,-6.27287,Argileux,Sud,Agricole,4.9,6195,85.6,5.54,413.8,149.8,77.6,55.9,170,2,Mediterraneen,Non,400.1,Drainage faible,Risque
ZONE-1344,CZ358466,34.94351,-5.50836,Sableux,Ouest,Urbain,6.5,5573,54.7,2.51,219.7,73.1,52.3,65.4,137,1,Humide,Non,220.4,Drainage faible,Pas_de_risque
ZONE-1345,CZ400065,34.43759,-5.45613,Argileux,Nord,Agricole,14.0,5418,58.2,3.46,400.0,91.7,57.8,57.6,220,1,Humide,Non,404.8,Zone humide,Pas_de_risque
ZONE-1346,CZ668422,35.02307,-4.61287,Argileux,Nord,Agricole,11.1,3529,78.8,6.78,418.1,66.7,40.6,56.3,234,2,Humide,Non,,RAS,Pas_de_risque
ZONE-1347,CZ726549,34.47753,-4.82887,Argileux,Sud,Mixte,3.7,3916,70.1,4.83,400.9,84.5,46.7,45.0,98,3,Humide,Non,392.8,RAS,Pas_de_risque
ZONE-1348,CZ716767,34.85768,-5.70135,Alluvial,Est,Industriel,12.7,6592,47.3,1.55,46.9,137.6,75.8,58.7,225,6,Mediterraneen,Non,,RAS,Risque
ZONE-1349,CZ324402,35.65836,-5.61243,Argileux,Ouest,Industriel,9.7,4889,79.1,4.52,412.7,173.3,87.3,65.5,234,5,Mediterraneen,Oui,416.4,,Risque
ZONE-1350,CZ856141,35.92877,-6.27091,Argileux,Ouest,Industriel,12.6,5224,67.9,5.99,396.6,88.0,51.9,58.2,195,1,Humide,Non,385.7,RAS,Pas_de_risque
ZONE-1351,CZ528906,35.47256,-5.35732,Alluvial,Sud,Industriel,2.9,5923,27.5,1.51,52.5,87.1,46.6,57.4,117,2,Humide,Non,52.8,Drainage faible,Pas_de_risque
ZONE-1352,CZ682787,35.28464,-5.14038,Sableux,Est,Foret,5.4,6516,72.2,3.89,218.0,180.9,95.7,47.4,144,3,Mediterraneen,Non,220.2,Sol sature,Risque
ZONE-1353,CZ337677,34.20755,-4.87414,Sableux,Sud,Foret,12.5,7459,80.0,2.01,214.6,117.6,65.7,69.1,151,1,Mediterraneen,Oui,213.0,,Risque
ZONE-1354,CZ211889,34.27653,-5.64053,Argileux,Est,Mixte,4.9,7302,72.2,6.1,391.0,156.0,92.0,47.3,135,2,Mediterraneen,Non,383.6,Drainage faible,Pas_de_risque
ZONE-1355,CZ593857,35.01006,-6.43901,Argileux,Sud,Urbain,9.1,7318,85.4,4.88,389.9,148.9,78.7,37.6,157,4,Mediterraneen,Non,,Sol sature,Risque
ZONE-1356,CZ941172,35.20282,-4.75236,Argileux,Sud,Urbain,8.9,6224,65.9,4.84,403.1,129.2,67.4,,167,4,Humide,Non,,RAS,Risque
ZONE-1357,CZ202652,35.87553,-4.77569,Alluvial,Sud,Urbain,10.8,2741,35.2,1.62,45.2,114.8,68.0,46.9,176,5,Humide,Non,45.6,Sol sature,Risque
ZONE-1358,CZ780834,35.02294,-5.03216,Sableux,Est,Industriel,7.2,7843,76.6,3.41,231.7,185.3,98.1,47.9,236,2,Mediterraneen,Non,230.0,RAS,Pas_de_risque
ZONE-1359,CZ422666,34.9931,-5.946,Sableux,Sud,Urbain,5.8,5907,73.0,3.18,213.3,124.3,75.4,54.3,117,1,Humide,Non,,RAS,Pas_de_risque
ZONE-1360,CZ673582,35.01117,-5.67359,Argileux,Nord,Agricole,11.3,9342,94.5,6.18,392.9,126.8,73.0,71.9,196,3,Mediterraneen,Non,395.0,Sol sature,Risque
ZONE-1361,CZ616754,34.53276,-4.70109,Sableux,Est,Foret,7.5,4143,72.2,3.32,240.0,113.8,65.0,52.5,185,2,Humide,Oui,,Sol sature,Pas_de_risque
ZONE-1362,CZ484346,34.5372,-5.43123,Sableux,Sud,Agricole,5.3,8138,67.0,1.97,220.0,130.2,73.7,49.7,154,0,Mediterraneen,Non,221.0,,Pas_de_risque
ZONE-1363,CZ769764,34.57836,-5.88047,Argileux,Est,Agricole,5.5,8657,65.4,4.18,391.8,152.3,82.1,31.7,189,1,Mediterraneen,Non,395.2,RAS,Risque
ZONE-1364,CZ170560,35.08232,-6.32303,Rocheux,Nord,Urbain,7.6,5358,46.2,1.99,406.5,135.3,68.4,69.2,249,4,Humide,Non,393.7,Sol sature,Pas_de_risque
ZONE-1365,CZ759285,35.45078,-6.08068,Argileux,Sud,Industriel,5.8,7735,80.5,3.71,391.9,110.2,65.8,41.0,124,1,Mediterraneen,Non,395.2,RAS,Risque
ZONE-1366,CZ460591,35.7597,-5.85068,Sableux,Ouest,Foret,4.2,5235,64.5,3.52,225.8,111.6,66.5,59.8,201,3,Mediterraneen,Non,,,Pas_de_risque
ZONE-1367,CZ378491,34.49061,-5.26954,Sableux,Est,Urbain,10.4,3845,84.9,3.12,236.8,95.4,53.7,52.2,256,0,Humide,Oui,234.0,,Pas_de_risque
ZONE-1368,CZ535413,34.47081,-5.04604,Rocheux,Nord,Urbain,7.2,4960,40.6,2.33,394.4,109.8,71.4,66.3,204,2,Humide,Non,,Ruissellement important,Risque
ZONE-1369,CZ705829,35.54026,-6.2169,Argileux,Est,Foret,0.8,7994,75.8,4.38,395.3,129.9,76.6,,107,0,Mediterraneen,Non,388.3,Ruissellement important,Pas_de_risque
ZONE-1370,CZ281101,34.00181,-5.06953,Sableux,Ouest,Foret,9.1,7038,58.2,3.55,227.2,169.6,92.0,58.9,203,1,Mediterraneen,Non,218.5,,Risque
ZONE-1371,CZ828537,35.98035,-6.3483,Sableux,Est,Urbain,7.6,4977,55.4,2.95,234.7,99.9,57.4,57.2,101,0,Humide,Non,226.0,Zone humide,Pas_de_risque
ZONE-1372,CZ483556,35.0027,-6.41321,Argileux,Est,Foret,7.6,6361,66.6,2.2,412.7,117.3,67.2,57.4,199,3,Humide,Oui,392.0,,Risque
ZONE-1373,CZ494969,35.66448,-5.93078,Argileux,Ouest,Foret,13.9,6295,72.4,5.25,388.2,152.3,79.6,52.1,196,2,Mediterraneen,Non,374.4,Sol sature,Pas_de_risque
ZONE-1374,CZ335994,35.9089,-6.26865,Sableux,Ouest,Urbain,7.0,5965,61.8,3.71,254.3,81.6,52.3,58.6,121,2,Humide,Oui,242.6,RAS,Pas_de_risque
ZONE-1375,CZ725872,34.67448,-5.06413,Rocheux,Est,Foret,7.5,3924,51.2,2.34,405.1,139.6,86.0,,199,3,Humide,Oui,399.2,RAS,Pas_de_risque
ZONE-1376,CZ258502,34.3747,-4.68108,Argileux,Nord,Industriel,6.8,5719,72.2,3.88,427.8,128.1,74.9,71.8,190,1,Mediterraneen,Non,411.6,RAS,Risque
ZONE-1377,CZ279300,35.98905,-4.58686,Rocheux,Nord,Foret,5.8,6608,45.3,2.07,382.7,82.8,51.7,65.2,98,3,Mediterraneen,Non,370.7,RAS,Pas_de_risque
ZONE-1378,CZ617953,35.80424,-4.66509,Rocheux,Sud,Industriel,11.0,7758,41.9,1.78,390.1,133.8,81.3,50.2,239,5,Mediterraneen,Non,,Ruissellement important,Risque
ZONE-1379,CZ953635,34.65141,-5.0567,Argileux,Sud,Industriel,4.9,7520,70.8,4.06,366.6,175.0,94.4,68.7,186,2,Mediterraneen,Non,369.1,Sol sature,Risque
ZONE-1380,CZ787100,35.43127,-4.89989,Argileux,Ouest,Foret,4.7,5823,83.0,4.34,398.9,161.7,83.8,53.7,200,2,Mediterraneen,Non,373.8,Zone humide,Risque
ZONE-1381,CZ150151,34.32583,-5.82636,Sableux,Ouest,Industriel,4.3,5199,69.0,1.85,216.7,104.4,60.0,55.9,134,2,Humide,Non,213.0,Zone humide,Pas_de_risque
ZONE-1382,CZ798213,34.98371,-4.96306,Argileux,Nord,Urbain,6.9,9348,79.0,5.77,428.9,148.6,88.8,64.2,200,1,Mediterraneen,Non,,,Risque
ZONE-1383,CZ483891,35.87577,-5.41528,Argileux,Nord,Industriel,9.6,7373,77.8,3.33,409.9,116.0,70.1,54.5,234,4,Mediterraneen,Non,398.7,,Risque
ZONE-1384,CZ122007,34.03147,-5.9809,Rocheux,Est,Urbain,7.7,7016,42.5,1.55,427.7,129.8,76.8,50.2,197,3,Mediterraneen,Non,413.0,RAS,Pas_de_risque
ZONE-1385,CZ642528,34.23771,-6.4701,Alluvial,Nord,Mixte,9.7,7323,26.0,0.95,53.2,91.2,46.2,65.9,186,5,Humide,Non,49.3,RAS,Risque
ZONE-1386,CZ331897,35.11915,-5.16898,Rocheux,Sud,Urbain,6.3,6962,49.7,1.98,408.7,127.1,69.4,44.9,162,5,Humide,Oui,408.0,RAS,Risque
ZONE-1387,CZ972510,35.78257,-4.89223,Rocheux,Nord,Agricole,7.9,4816,40.2,1.16,388.1,142.9,80.3,54.1,188,2,Mediterraneen,Non,393.7,RAS,Pas_de_risque
ZONE-1388,CZ292589,34.94308,-6.20032,Sableux,Nord,Urbain,9.3,6196,52.5,3.1,234.9,119.0,70.4,40.5,209,5,Humide,Oui,229.6,RAS,Risque
ZONE-1389,CZ188757,34.507,-5.83823,Argileux,Nord,Urbain,9.3,6686,87.9,6.56,384.0,135.4,78.8,55.7,254,3,Mediterraneen,Oui,,Drainage faible,Risque
ZONE-1390,CZ626961,34.35514,-5.89253,Alluvial,Sud,Foret,1.5,5778,37.4,1.76,52.6,99.0,51.7,54.2,140,0,Humide,Non,52.4,Drainage faible,Pas_de_risque
ZONE-1391,CZ800457,34.90077,-5.84973,Argileux,Ouest,Industriel,3.8,6889,84.9,4.73,402.5,162.4,83.7,44.4,160,2,Mediterraneen,Non,392.3,RAS,Risque
ZONE-1392,CZ467390,34.97979,-6.43567,Sableux,Ouest,Industriel,6.0,9462,70.6,1.92,221.1,154.4,84.8,58.1,151,2,Mediterraneen,Non,218.6,Drainage faible,Risque
ZONE-1393,CZ735181,35.11627,-4.97181,Argileux,Nord,Agricole,5.4,6477,75.0,5.72,405.4,164.0,86.9,55.9,171,0,Mediterraneen,Non,383.1,RAS,Risque
ZONE-1394,CZ966572,35.30766,-5.13758,Argileux,Nord,Mixte,7.0,6968,70.1,5.82,360.1,180.6,92.0,56.0,96,1,Humide,Non,354.9,RAS,Risque
ZONE-1395,CZ657343,35.3005,-5.87502,Rocheux,Ouest,Mixte,5.1,4720,61.8,1.7,376.5,137.5,69.1,49.7,134,0,Humide,Non,379.9,RAS,Pas_de_risque
ZONE-1396,CZ371142,34.98423,-6.31151,Argileux,Ouest,Industriel,12.0,8038,65.5,4.19,401.4,137.5,81.9,61.1,208,1,Mediterraneen,Non,379.6,,Risque
ZONE-1397,CZ573875,35.73556,-5.7597,Rocheux,Est,Industriel,10.5,6989,47.4,1.39,379.5,105.5,59.4,46.4,192,3,Humide,Non,363.8,RAS,Risque
ZONE-1398,CZ213394,34.91526,-5.46222,Rocheux,Ouest,Foret,10.0,4876,40.4,1.03,378.4,107.0,57.7,54.5,196,4,Humide,Non,380.2,RAS,Pas_de_risque
ZONE-1399,CZ301457,34.0433,-5.45996,Argileux,Sud,Agricole,12.8,5748,46.8,3.26,361.4,69.1,47.5,51.8,201,1,Humide,Oui,,,Risque
ZONE-1400,CZ547564,34.23731,-5.35923,Alluvial,Nord,Industriel,5.5,6021,39.8,0.57,45.9,85.0,52.3,54.7,175,1,Humide,Non,,,Pas_de_risque
ZONE-1401,CZ424888,34.69409,-5.66185,Alluvial,Est,Foret,4.6,8535,33.3,0.88,46.1,199.0,105.0,64.3,83,2,Mediterraneen,Non,42.7,Ruissellement important,Pas_de_risque
ZONE-1402,CZ980425,34.90267,-5.73161,Argileux,Sud,Urbain,4.3,6041,78.6,4.62,400.6,147.4,75.9,50.0,153,4,Mediterraneen,Non,,,Risque
ZONE-1403,CZ277398,34.70804,-4.85818,Rocheux,Est,Foret,5.9,7339,54.9,1.72,424.4,126.1,74.5,56.6,161,0,Mediterraneen,Non,418.7,Ruissellement important,Pas_de_risque
ZONE-1404,CZ122873,34.39946,-6.01538,Alluvial,Sud,Urbain,10.0,3969,37.9,1.31,46.9,128.8,70.0,62.8,136,2,Humide,Non,45.7,Ruissellement important,Pas_de_risque
ZONE-1405,CZ838165,34.63471,-5.25475,Alluvial,Sud,Foret,3.1,8789,37.5,1.16,45.1,118.9,59.0,48.8,247,0,Mediterraneen,Non,,Zone humide,Pas_de_risque
ZONE-1406,CZ201096,35.41605,-5.99156,Argileux,Nord,Foret,10.8,4632,84.6,2.8,370.8,141.1,78.3,64.4,199,2,Humide,Non,,Zone humide,Pas_de_risque
ZONE-1407,CZ810958,35.13568,-6.41606,Argileux,Nord,Industriel,9.3,4877,71.8,2.83,397.6,160.1,94.5,46.3,250,3,Mediterraneen,Non,380.6,RAS,Pas_de_risque
ZONE-1408,CZ282394,34.75278,-5.90676,Alluvial,Est,Industriel,4.9,6402,26.3,1.59,49.7,101.2,65.9,55.0,207,1,Mediterraneen,Non,,Drainage faible,Pas_de_risque
ZONE-1409,CZ103052,34.50358,-5.75936,Argileux,Est,Foret,3.6,4039,40.8,4.86,423.5,96.6,50.4,56.0,112,5,Humide,Non,428.0,Zone humide,Pas_de_risque
ZONE-1410,CZ951612,34.50303,-5.11066,Sableux,Sud,Foret,4.4,2742,73.4,,261.2,135.6,73.4,52.8,159,1,Humide,Oui,252.4,Sol sature,Pas_de_risque
ZONE-1411,CZ619149,35.53311,-5.06158,Sableux,Nord,Foret,8.6,7746,54.9,2.89,248.9,157.5,87.0,44.5,170,2,Mediterraneen,Oui,252.1,Sol sature,Risque
ZONE-1412,CZ552436,35.78422,-6.43843,Sableux,Est,Agricole,2.1,8005,80.0,2.17,258.6,154.6,76.6,55.2,137,3,Mediterraneen,Non,263.0,Sol sature,Risque
ZONE-1413,CZ189590,35.29902,-6.3539,Rocheux,Ouest,Agricole,5.8,8621,54.6,1.68,392.2,132.1,67.1,47.0,152,1,Mediterraneen,Non,402.9,,Pas_de_risque
ZONE-1414,CZ678078,35.80368,-6.24526,Argileux,Ouest,Agricole,7.1,4883,72.6,4.65,396.1,139.6,76.7,61.0,202,1,Humide,Non,,Ruissellement important,Pas_de_risque
ZONE-1415,CZ925294,35.32261,-4.67749,Sableux,Ouest,Foret,1.9,7632,61.0,3.05,237.0,153.1,93.4,52.1,140,2,Mediterraneen,Non,235.9,,Risque
ZONE-1416,CZ339317,34.79382,-5.89326,Alluvial,Sud,Industriel,10.5,5581,37.2,1.39,48.6,151.1,86.3,58.9,193,0,Mediterraneen,Oui,49.2,Sol sature,Pas_de_risque
ZONE-1417,CZ934372,34.94058,-5.58239,Argileux,Sud,Foret,2.9,6164,80.7,5.35,407.7,154.0,80.3,55.5,123,1,Mediterraneen,Non,389.7,RAS,Pas_de_risque
